Alignment_name	No_of_taxa	Alignment_length	Total_matrix_cells	Undetermined_characters	Missing_percent	No_variable_sites	Proportion_variable_sites	Parsimony_informative_sites	Proportion_parsimony_informative	A	C	D	E	F	G	H	I	K	L	M	N	P	Q	R	S	T	V	W	Y	B	J	Z	X	.	*	-	?
HOG0018744	30	360	10800	121	1.12	164	0.456	115	0.319	585	241	375	853	321	715	198	603	624	1116	409	474	600	391	669	619	570	709	213	394	0	0	0	0	0	0	121	0
HOG0018746	30	672	20160	1364	6.766	316	0.47	221	0.329	1216	584	743	902	1283	622	441	1882	872	2188	434	1176	806	485	696	1398	1074	1102	152	740	0	0	0	0	0	0	1364	0
HOG0018747	31	482	14942	610	4.082	254	0.527	141	0.293	593	419	618	1357	347	901	544	627	1175	1236	329	447	867	600	553	987	821	954	201	756	0	0	0	0	0	0	610	0
HOG0018748	31	394	12214	476	3.897	207	0.525	128	0.325	1350	223	521	694	275	1193	285	689	760	1023	223	391	540	360	551	702	656	1007	63	232	0	0	0	0	0	0	476	0
HOG0018750	30	164	4920	89	1.809	135	0.823	103	0.628	296	25	157	539	113	325	112	254	512	287	110	197	337	236	333	252	183	231	144	188	0	0	0	1	0	0	88	0
HOG0018754	31	454	14074	412	2.927	192	0.423	106	0.233	1032	920	303	555	1007	848	320	960	621	1419	390	397	344	392	355	955	931	966	297	650	0	0	0	0	0	0	412	0
HOG0018755	31	664	20584	153	0.743	383	0.577	295	0.444	1150	317	1265	2327	344	1238	571	877	1724	1342	216	1099	759	944	1030	1813	1250	1219	158	788	0	0	0	0	0	0	153	0
HOG0018756	30	320	9600	311	3.24	171	0.534	128	0.4	429	321	518	543	741	738	312	630	391	995	239	373	470	449	459	688	414	378	45	156	0	0	0	0	0	0	311	0
HOG0018757	30	343	10290	316	3.071	104	0.303	34	0.099	670	80	596	537	518	659	309	449	668	1402	250	426	610	406	526	418	572	485	121	272	0	0	0	0	0	0	316	0
HOG0018760	30	735	22050	436	1.977	252	0.343	175	0.238	1582	270	1586	1342	602	1578	665	1006	1307	1804	385	1226	918	940	1114	1644	1252	1111	528	754	0	0	0	0	0	0	436	0
HOG0018764	31	214	6634	171	2.578	144	0.673	99	0.463	440	108	353	333	299	462	301	471	334	532	102	189	357	366	377	394	273	539	39	194	0	0	0	0	0	0	171	0
HOG0018765	31	448	13888	474	3.413	265	0.592	176	0.393	1015	222	733	1037	722	887	457	830	941	1493	226	558	456	323	467	919	851	795	62	420	0	0	0	0	0	0	474	0
HOG0018767	31	439	13609	164	1.205	190	0.433	112	0.255	1413	214	656	766	525	1305	202	954	1191	1094	523	536	689	277	335	683	841	834	91	316	0	0	0	0	0	0	164	0
HOG0018768	30	779	23370	561	2.401	353	0.453	221	0.284	1456	760	1323	1302	875	1774	424	1305	1222	2352	427	1122	929	885	903	2007	1414	1434	377	518	0	0	0	0	0	0	561	0
HOG0018772	31	166	5146	126	2.449	55	0.331	25	0.151	622	33	78	76	210	578	41	92	30	228	185	158	950	285	92	376	249	421	0	316	0	0	0	0	0	0	126	0
HOG0018773	29	414	12006	89	0.741	174	0.42	90	0.217	552	650	656	962	445	842	216	649	752	942	205	717	343	441	958	603	414	808	141	621	0	0	0	0	0	0	89	0
HOG0018774	31	494	15314	359	2.344	209	0.423	132	0.267	925	200	506	1188	619	832	509	918	1094	1647	460	302	840	553	836	1137	694	931	244	520	0	0	0	0	0	0	359	0
HOG0018775	31	258	7998	252	3.151	121	0.469	74	0.287	466	94	401	571	493	393	319	296	532	766	172	228	554	324	510	362	387	513	105	260	0	0	0	0	0	0	252	0
HOG0018776	30	670	20100	311	1.547	255	0.381	137	0.204	1379	289	1355	1618	911	941	598	727	980	2153	397	579	1413	776	1144	1875	781	1057	239	577	0	0	0	0	0	0	311	0
HOG0018782	31	349	10819	897	8.291	175	0.501	94	0.269	680	184	352	783	308	772	220	363	512	966	133	212	428	448	827	1068	683	591	87	305	0	0	0	1	0	0	896	0
HOG0018783	31	583	18073	341	1.887	435	0.746	293	0.503	1318	515	799	1144	529	1104	455	502	762	2184	460	634	1367	971	725	2169	981	869	43	201	0	0	0	1	0	0	340	0
HOG0018784	31	1094	33914	1184	3.491	544	0.497	306	0.28	2732	210	1218	4529	494	963	610	1343	3052	3443	642	1373	701	2487	2756	2575	1548	1437	202	415	0	0	0	0	0	0	1184	0
HOG0018785	31	226	7006	97	1.385	122	0.54	70	0.31	662	158	342	197	660	567	139	475	84	426	123	175	452	341	229	620	288	432	152	387	0	0	0	0	0	0	97	0
HOG0018790	31	504	15624	269	1.722	238	0.472	164	0.325	1321	83	588	872	870	1082	545	660	706	1546	465	643	602	775	532	1143	683	1304	298	637	0	0	0	1	0	0	268	0
HOG0018793	31	460	14260	254	1.781	131	0.285	45	0.098	902	527	664	1243	370	443	340	643	1107	1464	334	468	1036	631	850	897	693	814	91	489	0	0	0	0	0	0	254	0
HOG0018794	31	242	7502	140	1.866	82	0.339	39	0.161	517	195	493	398	294	601	208	349	498	631	129	241	376	272	434	341	345	474	153	413	0	0	0	2	0	0	138	0
HOG0018795	31	191	5921	187	3.158	144	0.754	119	0.623	380	290	301	202	188	384	63	328	251	651	147	197	570	276	95	520	271	383	91	146	0	0	0	0	0	0	187	0
HOG0018797	30	954	28620	478	1.67	498	0.522	357	0.374	2552	528	1335	1856	997	2229	569	1009	978	4167	327	556	1746	1085	1814	2276	1303	1969	399	447	0	0	0	2	0	0	476	0
HOG0018799	31	405	12555	225	1.792	188	0.464	124	0.306	1028	266	631	618	348	1052	384	451	752	1334	404	302	610	426	662	918	730	1003	96	315	0	0	0	0	0	0	225	0
HOG0018800	31	213	6603	31	0.469	41	0.192	23	0.108	465	124	428	493	276	553	69	460	414	473	168	197	247	329	359	574	316	350	93	184	0	0	0	0	0	0	31	0
HOG0018801	31	624	19344	172	0.889	255	0.409	132	0.212	2057	386	991	1235	781	1386	564	1405	1437	1289	397	769	904	665	876	1185	937	1261	124	523	0	0	0	1	0	0	171	0
HOG0018803	31	135	4185	16	0.382	46	0.341	34	0.252	199	214	460	477	157	303	92	159	298	188	121	162	278	222	86	343	115	115	31	149	0	0	0	0	0	0	16	0
HOG0018805	31	876	27156	352	1.296	197	0.225	115	0.131	1937	312	1856	2568	871	1590	724	1671	1496	2228	899	1040	1184	1065	1840	1817	1005	1854	65	782	0	0	0	0	0	0	352	0
HOG0018806	31	604	18724	347	1.853	214	0.354	87	0.144	1268	250	1062	1056	885	1364	397	771	738	2316	434	931	827	700	1133	1255	817	1018	295	860	0	0	0	0	0	0	347	0
HOG0018807	31	224	6944	440	6.336	89	0.397	50	0.223	516	101	276	628	180	392	223	215	364	548	93	224	556	247	329	441	331	501	206	133	0	0	0	0	0	0	440	0
HOG0018808	30	306	9180	253	2.756	134	0.438	52	0.17	810	178	261	315	658	995	45	413	553	871	349	161	710	390	397	344	443	656	86	292	0	0	0	0	0	0	253	0
HOG0018809	30	881	26430	603	2.281	384	0.436	211	0.24	1147	202	1133	1815	529	3298	951	847	2255	1855	727	1055	3359	842	1138	1865	1160	1058	176	415	0	0	0	0	0	0	603	0
HOG0018813	31	548	16988	313	1.842	216	0.394	145	0.265	1304	273	612	685	1076	1216	139	809	866	2359	387	448	955	546	551	1105	1004	1263	363	714	0	0	0	0	0	0	313	0
HOG0018814	31	768	23808	790	3.318	372	0.484	216	0.281	2183	181	869	880	308	1840	388	818	536	1453	614	935	2108	2405	627	2778	1720	2051	56	268	0	0	0	0	0	0	790	0
HOG0018815	31	279	8649	391	4.521	167	0.599	115	0.412	397	188	378	466	577	567	75	483	692	737	233	480	452	323	394	612	403	315	83	403	0	0	0	0	0	0	391	0
HOG0018816	31	744	23064	151	0.655	37	0.05	2	0.003	1078	308	1106	2132	981	1134	582	1204	1754	2182	894	1169	560	1206	1574	1246	1274	1700	93	736	0	0	0	0	0	0	151	0
HOG0018817	31	587	18197	508	2.792	257	0.438	135	0.23	1264	338	954	1357	684	842	422	1718	1286	1752	333	833	1043	441	790	867	1158	923	2	682	0	0	0	0	0	0	508	0
HOG0018818	30	181	5430	44	0.81	109	0.602	68	0.376	263	72	352	395	366	204	92	360	270	752	124	151	188	332	452	377	212	204	120	100	0	0	0	0	0	0	44	0
HOG0018819	31	197	6107	72	1.179	92	0.467	55	0.279	442	71	255	643	300	324	176	290	499	776	75	245	184	282	234	401	225	344	137	132	0	0	0	0	0	0	72	0
HOG0018820	31	485	15035	473	3.146	139	0.287	68	0.14	930	239	890	1492	600	906	389	704	790	1245	289	530	853	927	895	1245	653	641	124	220	0	0	0	0	0	0	473	0
HOG0018822	31	242	7502	13	0.173	125	0.517	77	0.318	752	314	211	190	310	748	31	358	273	663	495	176	189	256	258	543	546	682	125	369	0	0	0	0	0	0	13	0
HOG0018824	31	140	4340	65	1.498	19	0.136	9	0.064	351	47	214	643	245	117	93	126	274	565	91	154	91	277	216	285	231	194	0	61	0	0	0	0	0	0	65	0
HOG0018825	31	343	10633	196	1.843	201	0.586	143	0.417	971	201	173	232	824	748	253	542	595	932	351	383	441	353	611	899	580	684	384	280	0	0	0	4	0	0	192	0
HOG0018828	30	474	14220	126	0.886	126	0.266	35	0.074	658	180	789	1165	560	1145	510	692	416	1500	214	454	1243	599	831	1034	830	673	268	333	0	0	0	0	0	0	126	0
HOG0018830	30	152	4560	41	0.899	92	0.605	61	0.401	242	70	103	267	126	300	80	294	239	372	57	246	275	301	347	302	329	414	31	124	0	0	0	0	0	0	41	0
HOG0018831	31	323	10013	130	1.298	145	0.449	81	0.251	706	157	451	898	440	559	216	477	835	1011	244	475	480	479	311	623	417	746	122	236	0	0	0	7	0	0	123	0
HOG0018832	31	215	6665	116	1.74	133	0.619	101	0.47	263	127	327	679	353	568	83	396	469	795	91	261	240	237	201	513	404	284	119	139	0	0	0	0	0	0	116	0
HOG0018833	31	411	12741	195	1.53	171	0.416	102	0.248	591	117	697	945	552	489	333	748	548	831	195	850	537	850	700	1484	713	818	30	518	0	0	0	0	0	0	195	0
HOG0018835	31	945	29295	1033	3.526	390	0.413	236	0.25	2102	547	1698	2247	892	1210	948	1827	1928	2875	551	1360	1247	914	1813	1868	1457	1781	215	782	0	0	0	2	0	0	1031	0
HOG0018836	31	351	10881	313	2.877	214	0.61	116	0.33	687	193	385	836	580	652	286	643	881	729	186	570	486	369	277	749	458	797	201	603	0	0	0	1	0	0	312	0
HOG0018839	31	1228	38068	528	1.387	454	0.37	301	0.245	2646	721	2003	2537	1205	2506	1096	2246	2470	3418	688	1733	1963	1353	1475	2927	2241	2323	583	1406	0	0	0	1	0	0	527	0
HOG0018840	31	888	27528	240	0.872	213	0.24	101	0.114	1716	415	1529	1743	1130	1397	873	1239	1392	3540	651	969	893	1569	1865	2016	1346	1553	371	1081	0	0	0	0	0	0	240	0
HOG0018841	30	405	12150	128	1.053	307	0.758	262	0.647	948	249	364	570	560	733	214	680	749	1175	206	910	409	383	227	1254	1075	939	26	351	0	0	0	2	0	0	126	0
HOG0018842	31	528	16368	409	2.499	335	0.634	262	0.496	951	164	757	1211	472	900	364	964	1182	2133	176	635	747	696	991	1028	910	1185	217	276	0	0	0	2	0	0	407	0
HOG0018843	31	493	15283	524	3.429	221	0.448	145	0.294	941	443	435	454	1009	984	312	877	392	1969	304	610	721	699	524	1166	796	1337	295	491	0	0	0	0	0	0	524	0
HOG0018845	30	517	15510	406	2.618	111	0.215	66	0.128	798	201	753	1482	608	483	443	783	1329	1338	295	710	1108	381	1065	1367	720	657	113	470	0	0	0	0	0	0	406	0
HOG0018846	30	283	8490	252	2.968	128	0.452	100	0.353	696	150	491	602	389	712	218	472	521	749	117	136	504	262	412	458	386	555	108	300	0	0	0	0	0	0	252	0
HOG0018848	31	1188	36828	742	2.015	367	0.309	207	0.174	1914	923	1744	2641	1402	1472	975	1850	2520	4212	894	1662	1584	1660	1121	3475	2004	2322	513	1198	0	0	0	10	0	0	732	0
HOG0018849	30	238	7140	90	1.261	61	0.256	22	0.092	296	273	388	745	394	695	221	218	296	344	182	361	152	195	1008	489	187	336	30	240	0	0	0	4	0	0	86	0
HOG0018850	31	613	19003	402	2.115	182	0.297	95	0.155	812	363	1014	1417	785	1465	546	1157	1281	1444	401	1041	1040	689	1046	1007	654	1108	518	813	0	0	0	0	0	0	402	0
HOG0018851	30	444	13320	355	2.665	94	0.212	36	0.081	489	144	353	530	1122	621	311	1289	556	1574	540	369	289	474	621	1107	664	1161	202	549	0	0	0	1	0	0	354	0
HOG0018852	31	401	12431	228	1.834	283	0.706	203	0.506	797	215	505	825	485	674	213	692	738	1568	278	552	754	597	684	731	563	750	135	447	0	0	0	3	0	0	225	0
HOG0018853	30	166	4980	220	4.418	128	0.771	92	0.554	354	47	379	211	58	381	66	296	465	489	144	171	183	271	279	288	245	179	15	239	0	0	0	0	0	0	220	0
HOG0018859	31	285	8835	226	2.558	178	0.625	116	0.407	286	101	397	448	617	418	143	327	553	905	207	527	301	327	508	1056	512	604	84	288	0	0	0	0	0	0	226	0
HOG0018861	31	318	9858	225	2.282	170	0.535	113	0.355	558	204	512	694	241	672	188	646	779	1105	349	309	503	388	354	538	535	697	89	272	0	0	0	0	0	0	225	0
HOG0018863	31	268	8308	92	1.107	170	0.634	107	0.399	346	289	630	497	587	395	300	335	516	929	133	379	233	305	347	651	357	502	65	420	0	0	0	2	0	0	90	0
HOG0018865	31	445	13795	151	1.095	88	0.198	53	0.119	852	214	952	889	745	373	254	766	805	1642	427	737	373	773	790	731	699	831	184	607	0	0	0	0	0	0	151	0
HOG0018866	31	235	7285	106	1.455	139	0.591	82	0.349	497	202	141	340	282	422	222	354	985	739	147	264	342	534	460	432	419	249	2	146	0	0	0	0	0	0	106	0
HOG0018872	30	473	14190	281	1.98	266	0.562	204	0.431	999	216	746	806	972	635	410	713	1066	1660	381	694	549	526	661	907	785	527	126	530	0	0	0	0	0	0	281	0
HOG0018874	31	419	12989	504	3.88	225	0.537	159	0.379	917	496	712	649	713	768	400	628	735	1541	266	465	355	614	677	937	366	681	224	341	0	0	0	0	0	0	504	0
HOG0018878	31	194	6014	0	0.0	17	0.088	3	0.015	216	62	432	402	434	186	157	389	560	529	155	280	218	375	430	432	153	388	61	155	0	0	0	0	0	0	0	0
HOG0018879	30	445	13350	238	1.783	133	0.299	66	0.148	779	585	487	1042	450	662	434	643	700	1466	324	622	377	682	618	1049	715	913	60	504	0	0	0	0	0	0	238	0
HOG0018880	31	953	29543	1235	4.18	407	0.427	284	0.298	1561	513	2030	2789	626	1514	886	1201	2034	2342	596	1292	1592	1279	1351	2825	1504	1622	201	550	0	0	0	0	0	0	1235	0
HOG0018881	31	467	14477	465	3.212	255	0.546	178	0.381	1261	300	789	1374	508	660	423	424	1225	964	467	552	455	744	739	1130	580	761	181	475	0	0	0	0	0	0	465	0
HOG0018882	31	333	10323	457	4.427	213	0.64	151	0.453	629	185	692	866	205	395	342	359	925	549	249	337	383	431	980	1099	348	442	63	387	0	0	0	1	0	0	456	0
HOG0018883	31	314	9734	217	2.229	250	0.796	209	0.666	647	232	402	543	503	424	357	537	624	987	223	242	343	499	308	803	697	625	192	329	0	0	0	0	0	0	217	0
HOG0018888	28	267	7476	72	0.963	173	0.648	124	0.464	496	178	300	718	267	345	198	401	608	984	235	122	172	356	321	631	362	482	82	146	0	0	0	0	0	0	72	0
HOG0018890	31	540	16740	487	2.909	357	0.661	264	0.489	901	789	727	1212	695	1263	293	686	894	1092	214	835	630	798	1038	1384	999	776	241	786	0	0	0	0	0	0	487	0
HOG0018892	31	426	13206	288	2.181	193	0.453	116	0.272	545	259	404	995	525	921	559	846	849	1178	474	473	654	440	593	514	719	1039	273	658	0	0	0	0	0	0	288	0
HOG0018896	30	365	10950	111	1.014	146	0.4	85	0.233	1085	211	462	755	514	814	305	462	567	1213	284	230	706	479	583	419	535	751	119	345	0	0	0	0	0	0	111	0
HOG0018898	31	362	11222	331	2.95	111	0.307	58	0.16	1108	62	315	806	243	268	433	164	623	1106	332	535	592	872	599	1495	591	365	60	322	0	0	0	0	0	0	331	0
HOG0018901	31	276	8556	412	4.815	180	0.652	139	0.504	507	163	281	398	423	390	293	364	427	1019	244	204	305	266	493	617	364	825	93	468	0	0	0	0	0	0	412	0
HOG0018902	31	301	9331	272	2.915	200	0.664	142	0.472	607	93	613	737	113	569	135	300	648	1087	200	269	529	474	537	1060	324	415	171	178	0	0	0	4	0	0	268	0
HOG0018903	30	802	24060	938	3.899	557	0.695	417	0.52	1261	603	939	1640	891	973	714	1082	1238	3372	482	959	1036	906	1175	2731	1109	1308	321	382	0	0	0	0	0	0	938	0
HOG0018909	30	692	20760	505	2.433	316	0.457	201	0.29	1307	776	1035	1811	731	1044	668	969	1280	2055	356	976	666	1029	853	1831	972	899	439	558	0	0	0	1	0	0	504	0
HOG0018915	31	622	19282	491	2.546	293	0.471	141	0.227	1118	242	875	2536	464	641	318	670	1892	2103	683	649	443	1633	1247	1147	543	843	267	477	0	0	0	0	0	0	491	0
HOG0018917	31	251	7781	186	2.39	118	0.47	64	0.255	507	245	411	653	209	198	242	227	283	804	85	303	461	441	584	835	435	380	86	206	0	0	0	0	0	0	186	0
HOG0018918	31	553	17143	864	5.04	430	0.778	327	0.591	736	484	671	1233	645	649	606	898	1003	1479	334	720	994	963	652	1414	925	1176	255	442	0	0	0	0	0	0	864	0
HOG0018919	30	783	23490	188	0.8	115	0.147	61	0.078	1531	602	1315	1570	1166	1311	725	1154	1287	2205	626	1015	1094	1129	1312	1449	1006	1515	328	962	0	0	0	0	0	0	188	0
HOG0018921	31	241	7471	215	2.878	158	0.656	102	0.423	249	849	327	398	164	596	85	344	181	640	128	276	597	420	565	491	285	333	121	207	0	0	0	0	0	0	215	0
HOG0018922	31	294	9114	41	0.45	131	0.446	89	0.303	1175	237	425	618	127	354	73	311	958	1010	106	548	366	480	461	502	332	440	63	487	0	0	0	0	0	0	41	0
HOG0018923	30	359	10770	389	3.612	257	0.716	155	0.432	739	292	561	982	433	573	395	650	877	849	230	401	488	258	456	554	399	707	93	444	0	0	0	0	0	0	389	0
HOG0018924	31	262	8122	315	3.878	153	0.584	104	0.397	640	720	244	459	142	770	270	191	331	604	93	164	359	318	631	641	357	379	227	267	0	0	0	0	0	0	315	0
HOG0018925	31	219	6789	27	0.398	15	0.068	7	0.032	554	93	395	587	155	404	62	494	639	497	91	246	185	249	500	288	455	621	31	216	0	0	0	0	0	0	27	0
HOG0018929	30	1048	31440	2501	7.955	752	0.718	579	0.552	1651	258	1761	2089	1342	1642	935	1192	2036	2780	592	1401	1362	1525	2059	1847	1232	1665	558	1012	0	0	0	0	0	0	2501	0
HOG0018930	30	492	14760	1350	9.146	204	0.415	131	0.266	1120	338	205	630	900	1135	109	1201	455	1669	478	396	460	346	553	937	833	945	293	407	0	0	0	0	0	0	1350	0
HOG0018932	31	574	17794	324	1.821	151	0.263	82	0.143	567	310	1108	1296	457	867	540	1224	1294	1521	352	783	696	669	1244	2077	707	923	182	653	0	0	0	0	0	0	324	0
HOG0018933	30	535	16050	109	0.679	163	0.305	96	0.179	1031	432	1085	1390	475	603	296	673	1053	2295	499	775	607	536	839	995	1004	947	90	316	0	0	0	0	0	0	109	0
HOG0018934	31	789	24459	610	2.494	205	0.26	119	0.151	1221	115	1821	3123	907	946	305	1333	2350	2132	569	917	732	835	1027	1611	1448	1458	268	731	0	0	0	2	0	0	608	0
HOG0018935	31	369	11439	59	0.516	137	0.371	91	0.247	706	165	564	931	530	847	257	481	1151	759	319	503	638	648	390	722	618	665	62	424	0	0	0	5	0	0	54	0
HOG0018936	31	921	28551	630	2.207	389	0.422	233	0.253	2253	361	1643	2056	1285	2491	634	1727	2200	2268	773	1069	1267	913	1001	1411	1419	2039	332	779	0	0	0	0	0	0	630	0
HOG0018937	30	1121	33630	214	0.636	123	0.11	56	0.05	1910	803	1624	2116	1071	2464	706	2175	2304	3115	1230	1425	1491	1438	1946	1918	1784	2300	207	1389	0	0	0	0	0	0	214	0
HOG0018938	31	402	12462	265	2.126	112	0.279	57	0.142	826	159	503	797	303	1077	222	646	968	774	203	352	1159	227	969	1692	403	628	143	146	0	0	0	0	0	0	265	0
HOG0018939	31	783	24273	163	0.672	221	0.282	123	0.157	1753	421	1439	1344	669	2231	712	1727	1832	2076	413	1087	1334	918	997	1336	1322	1499	280	720	0	0	0	0	0	0	163	0
HOG0018940	30	168	5040	149	2.956	73	0.435	27	0.161	147	77	277	246	263	492	143	288	115	589	105	185	352	177	203	553	235	223	30	191	0	0	0	0	0	0	149	0
HOG0018941	30	127	3810	8	0.21	72	0.567	47	0.37	314	1	198	250	178	190	163	213	321	223	125	84	181	153	317	79	272	342	63	135	0	0	0	2	0	0	6	0
HOG0018942	31	613	19003	343	1.805	260	0.424	172	0.281	1388	279	950	1210	960	960	511	784	889	2165	397	682	1044	850	1003	1328	1081	1210	400	569	0	0	0	0	0	0	343	0
HOG0018945	31	445	13795	199	1.443	92	0.207	63	0.142	1190	154	682	908	647	868	239	836	1127	1381	360	376	480	716	814	680	899	944	51	244	0	0	0	0	0	0	199	0
HOG0018946	31	323	10013	175	1.748	178	0.551	118	0.365	506	254	468	688	451	566	445	625	825	902	65	501	706	308	330	581	467	545	248	357	0	0	0	0	0	0	175	0
HOG0018947	31	163	5053	183	3.622	93	0.571	61	0.374	312	103	296	364	128	50	68	195	376	662	215	270	193	321	262	365	260	117	98	215	0	0	0	0	0	0	183	0
HOG0018948	30	441	13230	343	2.593	294	0.667	189	0.429	539	537	924	1384	603	326	468	689	941	1364	220	692	469	811	646	675	422	547	158	472	0	0	0	7	0	0	336	0
HOG0018949	31	340	10540	519	4.924	184	0.541	142	0.418	935	307	412	200	371	801	123	468	392	1642	230	313	463	283	447	762	596	484	388	404	0	0	0	0	0	0	519	0
HOG0018950	31	388	12028	301	2.502	271	0.698	189	0.487	550	249	537	938	539	599	351	456	931	1246	249	621	324	767	535	1077	769	682	35	272	0	0	0	0	0	0	301	0
HOG0018953	31	418	12958	32	0.247	185	0.443	128	0.306	818	339	497	699	627	714	346	826	747	1063	269	909	550	554	720	1036	634	593	352	633	0	0	0	0	0	0	32	0
HOG0018954	29	1120	32480	769	2.368	474	0.423	301	0.269	2436	890	1280	1320	1034	1977	896	1738	1373	3064	695	1576	1481	1617	1783	2858	1976	2121	457	1139	0	0	0	2	0	0	767	0
HOG0018955	31	266	8246	192	2.328	205	0.771	160	0.602	674	223	388	594	339	611	242	343	483	780	173	305	322	266	472	636	513	449	31	210	0	0	0	0	0	0	192	0
HOG0018956	30	462	13860	499	3.6	348	0.753	251	0.543	1001	524	569	1069	430	449	312	766	663	2114	272	871	372	764	617	893	687	697	91	200	0	0	0	0	0	0	499	0
HOG0018957	31	626	19406	271	1.396	339	0.542	212	0.339	981	423	1202	1636	1118	721	604	1008	1042	1842	378	899	1121	835	951	1113	779	1221	389	872	0	0	0	0	0	0	271	0
HOG0018958	31	309	9579	484	5.053	118	0.382	72	0.233	1002	82	283	589	512	798	132	602	337	992	283	105	582	384	438	443	585	705	64	177	0	0	0	0	0	0	484	0
HOG0018960	31	619	19189	1209	6.3	465	0.751	346	0.559	769	1015	662	1036	837	1182	482	957	1003	1293	411	715	787	1076	780	1439	1367	1020	321	828	0	0	0	0	0	0	1209	0
HOG0018964	30	1120	33600	569	1.693	326	0.291	206	0.184	1980	495	2120	2412	990	1634	889	1957	1375	3045	575	1787	1775	1543	1509	3609	2025	2138	153	1020	0	0	0	0	0	0	569	0
HOG0018966	31	497	15407	310	2.012	277	0.557	227	0.457	620	345	925	947	412	1323	302	645	1199	1313	276	872	826	678	747	1016	891	784	341	635	0	0	0	0	0	0	310	0
HOG0018967	30	321	9630	960	9.969	207	0.645	140	0.436	666	175	328	606	399	688	285	418	363	951	135	205	371	409	654	617	501	430	229	240	0	0	0	0	0	0	960	0
HOG0018968	31	677	20987	317	1.51	273	0.403	154	0.227	874	492	1295	1521	802	1479	413	1267	1625	2393	336	889	721	889	603	1539	1232	1504	92	704	0	0	0	0	0	0	317	0
HOG0018969	31	403	12493	93	0.744	147	0.365	90	0.223	762	376	630	1413	411	757	207	898	614	1135	234	497	606	600	684	791	531	995	93	166	0	0	0	1	0	0	92	0
HOG0018970	31	448	13888	536	3.859	313	0.699	212	0.473	1073	226	574	1133	772	987	399	527	618	1121	270	502	699	491	975	1127	570	782	51	455	0	0	0	0	0	0	536	0
HOG0018987	30	169	5070	64	1.262	94	0.556	62	0.367	256	98	149	441	125	272	103	147	300	579	69	40	423	256	388	576	311	319	87	67	0	0	0	0	0	0	64	0
HOG0018994	30	598	17940	314	1.75	210	0.351	115	0.192	1104	536	950	1379	638	1160	425	961	823	1790	464	569	849	604	1080	1332	833	1152	234	743	0	0	0	0	0	0	314	0
HOG0018995	31	384	11904	281	2.361	214	0.557	151	0.393	653	146	829	1344	240	638	104	654	1121	893	336	583	533	599	638	946	433	519	89	325	0	0	0	0	0	0	281	0
HOG0018998	31	204	6324	251	3.969	97	0.475	59	0.289	224	138	257	547	305	383	305	210	437	499	190	318	201	357	227	429	401	324	107	214	0	0	0	0	0	0	251	0
HOG0018999	30	408	12240	373	3.047	345	0.846	266	0.652	785	158	683	1019	348	423	327	643	1688	766	260	499	437	676	745	1014	674	559	37	126	0	0	0	0	0	0	373	0
HOG0019002	31	287	8897	137	1.54	149	0.519	94	0.328	663	430	479	453	205	282	323	369	409	1663	29	360	363	546	524	674	162	626	95	105	0	0	0	0	0	0	137	0
HOG0019003	31	176	5456	115	2.108	79	0.449	23	0.131	192	65	308	384	215	374	167	283	376	515	151	133	102	242	245	505	328	530	31	195	0	0	0	0	0	0	115	0
HOG0019004	31	389	12059	213	1.766	93	0.239	44	0.113	1074	183	696	1060	552	696	306	621	1302	780	322	447	405	463	447	704	631	911	30	216	0	0	0	0	0	0	213	0
HOG0019005	31	263	8153	130	1.595	131	0.498	48	0.183	1007	55	362	569	298	511	139	385	353	952	63	168	858	309	372	598	236	591	64	133	0	0	0	2	0	0	128	0
HOG0019006	30	445	13350	47	0.352	86	0.193	32	0.072	798	720	712	632	595	837	717	408	865	1085	301	514	680	654	899	1185	356	660	211	474	0	0	0	0	0	0	47	0
HOG0019008	31	626	19406	587	3.025	370	0.591	241	0.385	1028	253	949	842	896	1052	628	966	1062	1944	468	1149	1174	889	602	1387	951	1301	429	849	0	0	0	0	0	0	587	0
HOG0019010	30	278	8340	217	2.602	71	0.255	15	0.054	285	249	514	362	160	520	259	536	321	801	204	416	414	360	485	676	397	781	119	264	0	0	0	0	0	0	217	0
HOG0019011	31	777	24087	1071	4.446	393	0.506	276	0.355	1423	320	683	1957	717	1412	904	857	1276	1608	314	846	2810	1382	1021	2155	1401	1222	121	587	0	0	0	4	0	0	1067	0
HOG0019013	31	220	6820	0	0.0	67	0.305	15	0.068	338	378	266	313	186	284	411	330	525	555	72	148	623	249	276	926	412	189	63	276	0	0	0	0	0	0	0	0
HOG0019014	31	149	4619	80	1.732	78	0.523	53	0.356	414	59	248	336	253	273	155	148	286	390	83	89	208	23	83	457	369	416	62	187	0	0	0	0	0	0	80	0
HOG0019016	30	389	11670	282	2.416	68	0.175	18	0.046	790	184	795	1020	446	387	174	557	801	1459	380	384	323	431	834	549	463	646	117	648	0	0	0	0	0	0	282	0
HOG0019017	30	355	10650	250	2.347	159	0.448	70	0.197	627	305	573	741	433	799	243	425	758	841	180	337	347	312	573	1474	590	664	31	147	0	0	0	0	0	0	250	0
HOG0019023	30	843	25290	704	2.784	395	0.469	244	0.289	1590	437	1059	2035	917	2147	659	800	836	1916	345	685	2824	715	1561	2780	1165	1138	294	683	0	0	0	0	0	0	704	0
